"","genome","taxonomy","phy_distance","OGT","gRodonpred","phylopred","combopred"
"1","GB_GCA_000008885.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae_A;g__Wigglesworthia;s__Wigglesworthia glossinidia_A",1.023823998,46.0578278450877,3.60031425103536,17.4564804980236,14.4151656719064
"2","GB_GCA_000009845.1","d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Acholeplasmatales;f__Acholeplasmataceae;g__Phytoplasma;s__Phytoplasma asteris",2.163433415,24.8956932827353,5.70691355028869,6.73207438674598,6.43264265231768
"3","GB_GCA_000010565.1","d__Bacteria;p__Bacillota_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__Pelotomaculum;s__Pelotomaculum thermopropionicum",0,53.312073831991,4.98475964730437,7.00918295879676,6.92106027974724
"4","GB_GCA_000011445.1","d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma mycoides",0,23.723972689665,2.21793564395121,3.11379040207375,3.04487917308993
"5","GB_GCA_000012145.1","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia felis",0.108129552,30.0668663866982,6.30102022203805,13.1181536331845,12.7833638530291
"6","GB_GCA_000016605.1","d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula",0,65.2068962041881,3.90126609847427,12.569902082265,9.74855448639067
"7","GB_GCA_000016765.1","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus;s__Rhizorhabdus wittichii",0.468408442,31.504987945447,2.47110822856329,3.66334460576899,3.53378676683172
"8","GB_GCA_000017245.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Basfia_A;s__Basfia_A succinogenes",0.144167501,28.8930259601492,1.3443061172249,0.942187031416262,0.97744020212453
"9","GB_GCA_000017645.1","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Xanthobacter;s__Xanthobacter autotrophicus",0.7337388,33.7072426878094,4.28559326672528,39.5490075858617,32.7423755266732
"10","GB_GCA_000018565.1","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__Herpetosiphon;s__Herpetosiphon aurantiacus",0,30.7387853628655,3.41739681653421,7.88430266642452,7.57016564733555
"11","GB_GCA_000023725.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__Kaistella sp000023725",1.070370393,23.7816709811522,1.74153145714508,31.1048501303352,18.8061707616258
"12","GB_GCA_000024525.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__Spirosoma;s__Spirosoma linguale",0.97412906,25.9323061052363,7.28964925434773,6.5275850033845,6.58703893509315
"13","GB_GCA_000026125.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__Herminiimonas arsenicoxydans",0.493787715,26.3800988191794,2.84977861004835,4.02598965887634,3.9081964744745
"14","GB_GCA_000027065.2","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter turicensis",0.01001485,31.1142175526352,0.98230804463818,0.323692703925335,0.368038315547433
"15","GB_GCA_000063505.1","d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp000063505",0,25.623773262535,4.23549388743635,18.5984577618728,17.4849456342444
"16","GB_GCA_000063525.1","d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__RCC307;s__RCC307 sp000063525",0.453984683,27.5273293453593,4.20373493161511,20.0148480657628,18.0668010244272
"17","GB_GCA_000069925.1","d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Acholeplasmatales;f__Acholeplasmataceae;g__Phytoplasma;s__Phytoplasma australiense",2.259024225,25.8264590190098,5.69988085808926,6.73207438674598,6.4073493021538
"18","GB_GCA_000091165.1","d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__Methylomirabilaceae;g__Methylomirabilis;s__Methylomirabilis oxygeniifera",1.501215423,37.4704938444188,13.2401556235738,12.6805928694296,12.7424724630108
"19","GB_GCA_000143165.1","d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalogenimonas;s__Dehalogenimonas lykanthroporepellens",0.737095982,39.8521184078352,7.61988238638755,17.426690516147,16.5535041368632
"20","GB_GCA_000145985.1","d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignisphaeraceae;g__Ignisphaera;s__Ignisphaera aggregans",1.70281,86.5457330034575,1.51015138275769,4.84769491656319,3.19537363986212
"21","GB_GCA_000146855.1","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__Peptoanaerobacter margaretiae",0.785247289,34.6268289770134,5.04499271582672,2.01723665567834,2.17437514110389
"22","GB_GCA_000153145.1","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp000153145",1.218964795,18.7768967072374,2.79707286240192,13.7020908021152,10.6293192776798
"23","GB_GCA_000153385.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens sp000153385",0.493188494,22.7598674300116,6.24447512097708,25.7794193245472,23.8911532874978
"24","GB_GCA_000153445.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp000153445",0.888594652,26.8749746383346,7.69639995141181,5.02306118675618,5.18172172205398
"25","GB_GCA_000153745.1","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter;s__Amylibacter sp000153745",0.648390173,21.3944722696198,12.7345652527658,5.00961577966359,5.20893497591381
"26","GB_GCA_000154345.1","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum",0.758196538,40.7422944803153,3.3074794906999,4.86291960890649,4.6792288250376
"27","GB_GCA_000155435.1","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster pacaense",0.846502749,35.9175555793527,0.965831547979922,5.61977540768386,3.97677876596863
"28","GB_GCA_000155695.1","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Pelagicoccus;s__Pelagicoccus sp000155695",2.586834792,26.0282436455975,2.66683329467032,16.0142973127923,7.61121290530217
"29","GB_GCA_000155715.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__HTCC5015;f__HTCC5015;g__HTCC5015;s__HTCC5015 sp000155715",0.765724225,29.6068525987831,14.6630325694765,11.2453226292568,11.3791187056135
"30","GB_GCA_000156115.1","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktotalea;s__Planktotalea sp000156115",0.407358914,22.1485229858097,3.5223079115917,3.26344880461604,3.2809208556389
"31","GB_GCA_000156155.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__BACL14 sp000156155",0.836612922,26.1878147275137,9.79502426448694,3.12064052911656,3.34440839085794
"32","GB_GCA_000158135.1","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria sp000158135",0.19799215,26.6885198812245,2.48083607792637,2.31234261300472,2.32415176672984
"33","GB_GCA_000158155.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Congregibacter;s__Congregibacter sp000158155",0.334050981,27.9496808155872,8.25257496576338,4.20221979624916,4.31070825770291
"34","GB_GCA_000158655.1","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massilioclostridium;s__Massilioclostridium methylpentosum",0.668649059,33.2942934033913,3.15165683616288,4.85177665807997,4.65758023623089
"35","GB_GCA_000161775.1","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria lacuscaerulensis",0.174756041,33.9850958609766,2.25061711787105,2.31234261300472,2.30761189843568
"36","GB_GCA_000161975.1","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_N;s__Eubacterium_N saphenum",1.259173874,30.8235567656005,11.726359266571,3.89714727903776,4.30301957849735
"37","GB_GCA_000163555.2","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__HIMB114;s__HIMB114 sp000163555",1.143885905,28.7556615810022,7.86681313090421,10.6529605603516,10.3511510362415
"38","GB_GCA_000163695.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;s__F0058 sp000163695",0.881261327,39.0797995804624,4.18022152406898,6.09213409279699,5.86914682787187
"39","GB_GCA_000163995.1","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni_A",0.034785157,23.5686518538788,5.13194599334638,0.834515292138798,0.893652187171483
"40","GB_GCA_000168735.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Endoriftia;s__Endoriftia persephone",0.777804627,29.221271855492,7.58640409412802,13.5477596596198,13.0457316584125
"41","GB_GCA_000168995.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__BACL14 sp000168995",0.756611696,24.1114173780411,14.6313819323729,3.12064052911656,3.34079939305409
"42","GB_GCA_000169075.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-21967;g__Oceanicoccus;s__Oceanicoccus sp000169075",0.513742045,24.2514421256736,11.9633390309916,5.51789924649763,5.67756028622684
"43","GB_GCA_000169115.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp000169115",0.578766724,24.4362795278879,16.6267008835807,4.61722745180354,4.81474901809682
"44","GB_GCA_000169355.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp000169355",0.349583771,22.9940022035421,1.98164256000324,60.9620026138642,44.0700743423567
"45","GB_GCA_000169395.1","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HTCC2150;s__HTCC2150 sp000169395",0.433949983,20.066798623508,5.92920062224054,3.70501335607228,3.79675783552516
"46","GB_GCA_000169995.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp000169995",0.136224943,26.814246377392,1.58380467515667,0.666754922486217,0.722238037272435
"47","GB_GCA_000170815.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Patiriisocius;s__Patiriisocius sp000170815",0.577111583,21.5975319015834,7.7186750716431,30.3085407091239,28.2382804495469
"48","GB_GCA_000171835.1","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Thalassobaculales;f__Thalassobaculaceae;g__Thalassobaculum_A;s__Thalassobaculum_A sp000171835",0.299911755,31.4048452026977,6.45117971246973,4.73182705940598,4.79489040755517
"49","GB_GCA_000171875.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella sp000171875",0.574575981,21.7958066056009,3.49566758426603,32.7660160021992,27.2699871709035
"50","GB_GCA_000173115.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp000173115",0.607552796,19.5731891477449,3.35595665137394,34.5459249882234,28.2333051150406
"51","GB_GCA_000173575.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia sp000173575",0.199771009,28.6579145357016,3.38424437351677,1.42027903527647,1.49507143233182
